pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
3261712960.jpg#0r1e,neutral,"At an outdoor event in an Asian-themed area, a crowd congregates as one person in a yellow Chinese dragon costume confronts the camera.",A crowd is in front of a camera,The crowd is not indicated to be in front of the camera,"At an outdoor event in an Asian-themed area, a crowd congregates as one person in a yellow Chinese dragon costume confronts the camera.", A crowd is in *front* of a camera,{},4,One person in front of a camera doesn't imply a whole crowd in front of the camera.,"At an outdoor event in an Asian-themed area, a crowd congregates as one person in a yellow Chinese dragon costume confronts the camera.", A crowd is in *front* *of* a *camera*,{},"7,5,4",Firat sentence only says that one person is in front of the camera.,"At an outdoor event in an Asian-themed area, a crowd congregates as one person in a yellow Chinese dragon costume confronts the camera.", A *crowd* *is* *in* *front* *of* *a* *camera*,{},"1,3,2,4,7,6,5"
5436250638.jpg#4r1c,contradiction,Two doctors perform surgery on patient.,Two surgeons are having lunch.,The subjects cannot perform surgery and be having lunch simultaneously.,Two doctors *perform* *surgery* on patient.,Two surgeons are *having* *lunch.*,"2,3","3,4",The doctors/surgeons can perform surgery or be said to be having lunch but not both at the same time.,Two doctors *perform* *surgery* on patient.,Two surgeons are *having* *lunch.*,"2,3","4,3",perform surgery  is different from having lunch.,Two doctors *perform* *surgery* on patient.,Two surgeons are *having* *lunch.*,"2,3","3,4"
5436250638.jpg#4r1e,entailment,Two doctors perform surgery on patient.,Doctors are performing surgery.,TWO  DOCTORS CAN ALSO BE DOCTORS., *Two* *doctors* perform surgery on patient., *Doctors* are performing surgery.,"0,1",0,"Two doctors are doctors, and surgery on patient is performing surgery.", *Two* *doctors* perform *surgery* *on* *patient.*, *Doctors* are *performing* *surgery.*,"0,1,3,4,5","0,2,3","If there are two, then there are doctors, plural.", *Two* doctors perform surgery on patient., *Doctors* are performing surgery.,0,0
5436250638.jpg#4r1n,neutral,Two doctors perform surgery on patient.,Two doctors are performing surgery on a man.,Not every patient is a man,Two doctors perform surgery on patient., Two doctors are performing surgery on a *man.*,{},7,Not every patient is a man.,Two doctors perform surgery on patient., Two doctors are performing surgery on a *man.*,{},7,You don't know that the patient is a man in the first sentence.,Two doctors perform surgery on patient., Two doctors are performing surgery on a *man.*,{},7
485054073.jpg#0r1c,contradiction,A white dog with long hair jumps to catch a red and green toy.,A white dog with long hair is swimming underwater.,A dog cannot jump while swimming underwater.,A white dog with long hair *jumps* to catch a red and green toy.,A white dog with long hair is *swimming* *underwater.*,6,"7,8",A dog can't be swimming is he is jumpin to catch a toy..,A white dog with long hair *jumps* to catch a red and green toy.,A white dog with long hair is *swimming* underwater.,6,7,jumps to catch a red and green toy is not by swimming underwater.,A white dog with long hair *jumps* *to* *catch* *a* *red* *and* *green* *toy.*,A white dog with long hair is *swimming* *underwater.*,"6,7,8,9,10,11,12,13","7,8"
485054073.jpg#0r1e,entailment,A white dog with long hair jumps to catch a red and green toy.,An animal is jumping to catch an object.,"A dog is an animal, and a red and green toy is an object.", A white *dog* with long hair jumps to catch *a* *red* *and* *green* *toy.*, An *animal* is jumping to catch *an* *object.*,"2,9,10,11,12,13","1,6,7","White dog is an animal, and toy is object.", A *white* *dog* with long hair jumps to catch a red and green *toy.*, An *animal* is jumping to catch an *object.*,"1,2,13","1,7",A dog is an animal., A white *dog* with long hair jumps to catch a red and green toy., An *animal* is jumping to catch an object.,2,1
485054073.jpg#0r1n,neutral,A white dog with long hair jumps to catch a red and green toy.,A white chihuahua mix with long curly hair is jumping to catch a red and green toy bone.,"The dog that jumps is not necessarily a chihuahua with curly hair, and is not necessarily trying to catch a red and green toy bone.",A white dog with long hair jumps to catch a red and green toy., A white *chihuahua* mix with long *curly* hair is jumping to catch a *red* and *green* *toy* *bone.*,{},"2,6,13,15,16,17",Not every dog is a chihuahua with curly hair.,A white dog with long hair jumps to catch a red and green toy., A white *chihuahua* mix with long *curly* hair is jumping to catch a red and green toy bone.,{},"2,6",Not every white dog is a chihuahua  and not all hair is curly.,A white dog with long hair jumps to catch a red and green toy., A white *chihuahua* mix with long *curly* hair is jumping to catch a red and green toy bone.,{},"2,6"
7391785714.jpg#4r1n,neutral,Kids are on a amusement ride.,Kids ride their favorite amusement ride.,It isn't necessarily their favorite ride.,Kids are on a amusement ride., Kids ride their *favorite* amusement ride.,{},3,Being on a amusement ride doesn't imply ride own favorite ride.,Kids are on a amusement ride., Kids *ride* their *favorite* amusement ride.,{},"3,1",Not every amusement ride will be the kids favorite.,Kids are on a amusement ride., Kids ride their *favorite* amusement ride.,{},3
7391785714.jpg#4r1c,contradiction,Kids are on a amusement ride.,A car is broke down on the side of the road.,An amusement ride can not be a car.,Kids are on a *amusement* *ride.*,A *car* is broke down on the side of the road.,"4,5",1,A car is not kids.,*Kids* are on a amusement ride.,*A* *car* is broke down on the side of the road.,0,"1,0",If the kids are on a ride they cannot be in a car that is broke down.,Kids are on a *amusement* *ride.*,A car is *broke* *down* on the side of the road.,"4,5","3,4"
7391785714.jpg#4r1e,entailment,Kids are on a amusement ride.,Kids ride an amusement ride.,Kids ride on amusement rides., *Kids* are *on* a amusement *ride.*, Kids *ride* an *amusement* ride.,"0,5,2","1,3","Kids on a ride, ride a ride.", Kids are *on* a amusement *ride.*, Kids *ride* an amusement *ride.*,"2,5","1,4",on a amusement ride is inferred as ride an amusement ride., Kids are *on* *a* *amusement* *ride.*, Kids *ride* *an* *amusement* *ride.*,"3,2,4,5","1,2,3,4"
3497317981.jpg#2r1n,neutral,A man in a black shirt is playing golf outside.,A man plays on a golf course to relax.,"Not all who play golf do so on a course, or to relax.",A man in a black shirt is playing golf outside., A man plays on a golf *course* to *relax.*,{},"8,6",Playing golf doesn't imply being on a golf course to relax.,A man in a black shirt is playing golf outside., A man plays on a *golf* *course* *to* *relax.*,{},"5,6,7,8",Not every man plays golf to relax.,A man in a black shirt is playing golf outside., A man plays on a golf course *to* *relax.*,{},"7,8"
3497317981.jpg#2r1c,contradiction,A man in a black shirt is playing golf outside.,The man in the black shirt trades Pokemon cards with his girlfriend.,He is either playing golf or trading Pokemon cards.,A man in a black shirt is *playing* *golf* outside.,The man in the black shirt *trades* *Pokemon* *cards* with his girlfriend.,"7,8","6,7,8",ONE WOULD NOT TRADE POKEMON CARDS WHILE PLAYING GOLF.,A man in a black shirt is *playing* *golf* outside.,The man in the black shirt *trades* *Pokemon* *cards* with his girlfriend.,"7,8","6,7,8",Playing golf and trading cards are different activities from each other.,A man in a black shirt is *playing* *golf* outside.,The man in the black shirt *trades* Pokemon *cards* with his girlfriend.,"7,8","6,8"
3497317981.jpg#2r1e,entailment,A man in a black shirt is playing golf outside.,The man wearing the black shirt plays a game of golf.,In the golf game man can wear any dress not only a black shirt., A *man* in a black shirt is playing golf outside., The man wearing the black shirt plays a *game* of *golf.*,1,"8,10",the man wearing a black shirt is playing golf, A *man* *in* *a* *black* shirt is *playing* *golf* outside., The *man* *wearing* the *black* shirt *plays* a game of *golf.*,"4,1,2,3,7,8","1,2,4,6,10",A man in a black shirt plays a game of golf outside., A *man* *in* *a* *black* *shirt* is playing golf outside., The man wearing the black shirt *plays* *a* *game* *of* *golf.*,"1,3,2,4,5","6,7,8,10,9"
5964395383.jpg#1r1n,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry.,a blond man laughs while doing laundry,You can not infer he laughs.,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry., a blond man *laughs* while doing laundry,{},3,Not every man is blonde and find something humorous doesn't imply that the man laughs.,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry., a *blond* man *laughs* while doing laundry,{},"1,3",Just because something is humorous doesn't mean you will laugh. Not every gentlemen is blond,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry., a *blond* man *laughs* while doing laundry,{},"1,3"
5964395383.jpg#1r1e,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry.,a guy laughs while doing laundry,"When one finds it humorous, one laughs.", A older gentleman *finds* *it* *humorous* that he is getting his picture taken while doing his laundry., a guy *laughs* while doing laundry,"3,5,4",2,the guy must laugh while doing laundry if he is laughing while getting his picture taken, A *older* *gentleman* *finds* *it* *humorous* that he is getting his picture taken while *doing* *his* *laundry.*, a *guy* *laughs* *while* *doing* *laundry*,"1,2,3,4,5,16,14,15","1,2,3,4,5",The guy is laughing while get his picture taken., A older gentleman finds it humorous that he is getting his *picture* *taken* *while* *doing* his *laundry.*, a *guy* *laughs* while *doing* *laundry*,"11,12,13,14,16","1,2,4,5"
5964395383.jpg#1r1c,contradiction,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry.,two ladies pin clothes to dry,There is either an older gentlemen getting his picture taken or two ladies pinning clothes. These statements are entirely contradictory.,A *older* *gentleman* finds it humorous that he is *getting* *his* *picture* *taken* while doing his laundry.,*two* *ladies* *pin* *clothes* to dry,"1,2,9,10,11,12","0,1,2,3",An older gentleman cannot be two ladies.,*A* *older* *gentleman* finds it humorous that he is getting his picture taken while doing his laundry.,*two* *ladies* pin clothes to dry,"0,1,2","0,1",An older gentleman can't be two ladies.,A *older* *gentleman* finds it humorous that he is getting his picture taken while doing his laundry.,*two* *ladies* pin clothes to dry,"2,1","1,0"
